nombre,apellido,edad,rut,AFP,Cargo,antiguedad,Sueldo,Mes,Año,genero
Pedro,Martinez,48,24735289-K,Modelo,Analista,1,1247313,Julio,2023,Masculino
Pedro,Martinez,48,24735289-K,Modelo,Analista,1,1309678,Junio,2023,Masculino
Pedro,Martinez,48,24735289-K,Modelo,Analista,1,1375161,Marzo,2023,Masculino
Pedro,Martinez,48,24735289-K,Modelo,Analista,1,1443919,Mayo,2023,Masculino
Pedro,Martinez,48,24735289-K,Modelo,Analista,1,1516114,Noviembre,2023,Masculino
Pedro,Martinez,48,24735289-K,Modelo,Analista,1,1591919,Octubre,2023,Masculino
Pedro,Martinez,48,24735289-K,Modelo,Analista,1,1671514,Septiembre,2023,Masculino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,1439513,Abril,2023,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,1511488,Abril,2022,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,1571947,Agosto,2023,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,1650544,Agosto,2022,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,1716565,Diciembre,2021,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,1768061,Diciembre,2022,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,1838783,Diciembre,2023,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,1930722,Enero,2022,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,2007950,Enero,2023,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,2108347,Febrero,2022,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,2192680,Febrero,2023,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,2302314,Julio,2022,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,2394406,Julio,2023,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,2514126,Junio,2023,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,2639832,Junio,2022,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,2745425,Marzo,2022,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,2855242,Marzo,2023,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,2998004,Mayo,2022,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,3117924,Mayo,2023,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,3273820,Noviembre,2022,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,3404772,Noviembre,2023,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,3575010,Octubre,2022,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,3718010,Octubre,2023,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,3903910,Septiembre,2022,Femenino
Lucia,Rodriguez,35,11317671-4,Provida,Técnico,16,4060066,Septiembre,2023,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,1082869,Abril,2023,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,1137012,Abril,2022,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,1182492,Agosto,2023,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,1241616,Agosto,2022,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,1291280,Diciembre,2021,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,1330018,Diciembre,2022,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,1383218,Diciembre,2023,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,1452378,Enero,2022,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,1510473,Enero,2023,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,1585996,Febrero,2022,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,1649435,Febrero,2023,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,1731906,Julio,2022,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,1801182,Julio,2023,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,1891241,Junio,2023,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,1985803,Junio,2022,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,2065235,Marzo,2022,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,2147844,Marzo,2023,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,2255236,Mayo,2022,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,2345445,Mayo,2023,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,2462717,Noviembre,2022,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,2561225,Noviembre,2023,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,2689286,Octubre,2022,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,2796857,Octubre,2023,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,2936699,Septiembre,2022,Femenino
Maria,Perez,51,19084210-2,Cuprum,Gerente,4,3054166,Septiembre,2023,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,1698985,Abril,2023,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,1783934,Abril,2022,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,1855291,Agosto,2023,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,1948055,Agosto,2022,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,2025977,Diciembre,2021,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,2086756,Diciembre,2022,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,2170226,Diciembre,2023,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,2278737,Enero,2022,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,2369886,Enero,2023,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,2488380,Febrero,2022,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,2587915,Febrero,2023,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,2717310,Julio,2022,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,2826002,Julio,2023,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,2967302,Junio,2023,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,3115667,Junio,2022,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,3240293,Marzo,2022,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,3369904,Marzo,2023,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,3538399,Mayo,2022,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,3679934,Mayo,2023,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,3863930,Noviembre,2022,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,4018487,Noviembre,2023,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,4219411,Octubre,2022,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,4388187,Octubre,2023,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,4607596,Septiembre,2022,Femenino
Ana,Lopez,28,20045217-1,Cuprum,Contador,13,4791899,Septiembre,2023,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,1006552,Abril,2023,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,1056879,Abril,2022,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,1099154,Agosto,2023,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,1154111,Agosto,2022,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,1200275,Diciembre,2021,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,1236283,Diciembre,2022,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,1285734,Diciembre,2023,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,1350020,Enero,2022,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,1404020,Enero,2023,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,1474221,Febrero,2022,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,1533189,Febrero,2023,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,1609848,Julio,2022,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,1674241,Julio,2023,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,1757953,Junio,2023,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,1845850,Junio,2022,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,1919684,Marzo,2022,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,1996471,Marzo,2023,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,2096294,Mayo,2022,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,2180145,Mayo,2023,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,2289152,Noviembre,2022,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,2380718,Noviembre,2023,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,2499753,Octubre,2022,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,2599743,Octubre,2023,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,2729730,Septiembre,2022,Femenino
Clara,Rodriguez,40,18991148-2,Modelo,Desarrollador,9,2838919,Septiembre,2023,Femenino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,1563465,Abril,2023,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,1641638,Abril,2022,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,1707303,Agosto,2023,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,1792668,Agosto,2022,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,1864374,Diciembre,2021,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,1920305,Diciembre,2022,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,1997117,Diciembre,2023,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,2096972,Enero,2022,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,2180850,Enero,2023,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,2289892,Febrero,2022,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,2381487,Febrero,2023,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,2500561,Julio,2022,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,2600583,Julio,2023,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,2730612,Junio,2023,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,2867142,Junio,2022,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,2981827,Marzo,2022,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,3101100,Marzo,2023,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,3256155,Mayo,2022,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,3386401,Mayo,2023,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,3555721,Noviembre,2022,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,3697949,Noviembre,2023,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,3882846,Octubre,2022,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,4038159,Octubre,2023,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,4240066,Septiembre,2022,Masculino
Carlos,Rodriguez,43,15005655-6,PlanVital,Analista,15,4409668,Septiembre,2023,Masculino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,887429,Abril,2023,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,931800,Abril,2022,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,969072,Agosto,2023,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,1017525,Agosto,2022,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,1058226,Diciembre,2021,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,1089972,Diciembre,2022,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,1133570,Diciembre,2023,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,1190248,Enero,2022,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,1237857,Enero,2023,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,1299749,Febrero,2022,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,1351738,Febrero,2023,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,1419324,Julio,2022,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,1476096,Julio,2023,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,1549900,Junio,2023,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,1627395,Junio,2022,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,1692490,Marzo,2022,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,1760189,Marzo,2023,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,1848198,Mayo,2022,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,1922125,Mayo,2023,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,2018231,Noviembre,2022,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,2098960,Noviembre,2023,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,2203908,Octubre,2022,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,2292064,Octubre,2023,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,2406667,Septiembre,2022,Femenino
Clara,Diaz,26,13981136-7,PlanVital,Analista,3,2502933,Septiembre,2023,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,1584980,Abril,2023,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,1664229,Abril,2022,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,1730798,Agosto,2023,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,1817337,Agosto,2022,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,1890030,Diciembre,2021,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,1946730,Diciembre,2022,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,2024599,Diciembre,2023,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,2125828,Enero,2022,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,2210861,Enero,2023,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,2321404,Febrero,2022,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,2414260,Febrero,2023,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,2534973,Julio,2022,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,2636371,Julio,2023,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,2768189,Junio,2023,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,2906598,Junio,2022,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,3022861,Marzo,2022,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,3143775,Marzo,2023,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,3300963,Mayo,2022,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,3433001,Mayo,2023,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,3604651,Noviembre,2022,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,3748837,Noviembre,2023,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,3936278,Octubre,2022,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,4093729,Octubre,2023,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,4298415,Septiembre,2022,Femenino
Clara,Gonzalez,46,15658173-4,Cuprum,Técnico,15,4470351,Septiembre,2023,Femenino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,1568064,Abril,2023,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,1646467,Abril,2022,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,1712325,Agosto,2023,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,1797941,Agosto,2022,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,1869858,Diciembre,2021,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,1925953,Diciembre,2022,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,2002991,Diciembre,2023,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,2103140,Enero,2022,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,2187265,Enero,2023,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,2296628,Febrero,2022,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,2388493,Febrero,2023,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,2507917,Julio,2022,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,2608233,Julio,2023,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,2738644,Junio,2023,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,2875576,Junio,2022,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,2990599,Marzo,2022,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,3110222,Marzo,2023,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,3265733,Mayo,2022,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,3396362,Mayo,2023,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,3566180,Noviembre,2022,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,3708827,Noviembre,2023,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,3894268,Octubre,2022,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,4050038,Octubre,2023,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,4252539,Septiembre,2022,Masculino
Pedro,Martinez,28,2360293-9,PlanVital,Analista,13,4422640,Septiembre,2023,Masculino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,892869,Abril,2023,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,937512,Abril,2022,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,975012,Agosto,2023,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,1023762,Agosto,2022,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,1064712,Diciembre,2021,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,1096653,Diciembre,2022,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,1140519,Diciembre,2023,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,1197544,Enero,2022,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,1245445,Enero,2023,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,1307717,Febrero,2022,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,1360025,Febrero,2023,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,1428026,Julio,2022,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,1485147,Julio,2023,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,1559404,Junio,2023,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,1637374,Junio,2022,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,1702868,Marzo,2022,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,1770982,Marzo,2023,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,1859531,Mayo,2022,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,1933912,Mayo,2023,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,2030607,Noviembre,2022,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,2111831,Noviembre,2023,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,2217422,Octubre,2022,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,2306118,Octubre,2023,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,2421423,Septiembre,2022,Femenino
Maria,Sanchez,54,12148658-2,PlanVital,Gerente,13,2518279,Septiembre,2023,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,1552419,Abril,2023,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,1630039,Abril,2022,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,1695240,Agosto,2023,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,1780002,Agosto,2022,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,1851202,Diciembre,2021,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,1906738,Diciembre,2022,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,1983007,Diciembre,2023,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,2082157,Enero,2022,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,2165443,Enero,2023,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,2273715,Febrero,2022,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,2364663,Febrero,2023,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,2482896,Julio,2022,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,2582211,Julio,2023,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,2711321,Junio,2023,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,2846887,Junio,2022,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,2960762,Marzo,2022,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,3079192,Marzo,2023,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,3233151,Mayo,2022,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,3362477,Mayo,2023,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,3530600,Noviembre,2022,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,3671824,Noviembre,2023,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,3855415,Octubre,2022,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,4009631,Octubre,2023,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,4210112,Septiembre,2022,Femenino
Ana,Gonzalez,26,8730044-2,Habitat,Analista,10,4378516,Septiembre,2023,Femenino
Ana,Martinez,25,16997703-8,Modelo,Gerente,19,1264422,Abril,2023,Femenino
Ana,Martinez,25,16997703-8,Modelo,Gerente,19,1327643,Abril,2022,Femenino
Ana,Martinez,25,16997703-8,Modelo,Gerente,19,1380748,Agosto,2023,Femenino
Ana,Martinez,25,16997703-8,Modelo,Gerente,19,1449785,Agosto,2022,Femenino
Ana,Martinez,25,16997703-8,Modelo,Gerente,19,1507776,Diciembre,2021,Femenino
Ana,Martinez,25,16997703-8,Modelo,Gerente,19,1553009,Diciembre,2022,Femenino
